0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,3,8,7,8,3,0,0,0,0,0,0
0,0,0,0,0,2,8,13,14,13,8,2,0,0,0,0,0
0,0,0,0,1,4,7,14,8,14,7,4,1,0,0,0,0
0,0,0,0,0,2,8,13,14,13,8,2,0,0,0,0,0
0,0,0,0,0,0,3,8,7,8,3,0,0,0,0,0,0
0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
