0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,3,3,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,7,10,2,10,7,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,9,4,7,9,7,4,9,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,7,4,4,7,7,7,4,4,7,1,0,0,0,0,0,0
0,0,0,0,0,0,3,10,7,7,3,8,3,7,7,10,3,0,0,0,0,0,0
0,0,0,0,0,1,3,2,9,7,8,0,8,7,9,2,3,1,0,0,0,0,0
0,0,0,0,0,0,3,10,7,7,3,8,3,7,7,10,3,0,0,0,0,0,0
0,0,0,0,0,0,1,7,4,4,7,7,7,4,4,7,1,0,0,0,0,0,0
0,0,0,0,0,0,0,2,9,4,7,9,7,4,9,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,7,10,2,10,7,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,3,3,3,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
