0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,5,7,1,7,5,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,7,7,2,6,2,7,7,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,7,6,3,2,7,2,3,6,7,1,0,0,0,0,0,0
0,0,0,0,0,1,5,7,3,2,7,5,7,2,3,7,5,1,0,0,0,0,0
0,0,0,0,0,2,7,2,2,7,4,1,4,7,2,2,7,2,0,0,0,0,0
0,0,0,0,1,4,1,6,7,5,1,4,1,5,7,6,1,4,1,0,0,0,0
0,0,0,0,0,2,7,2,2,7,4,1,4,7,2,2,7,2,0,0,0,0,0
0,0,0,0,0,1,5,7,3,2,7,5,7,2,3,7,5,1,0,0,0,0,0
0,0,0,0,0,0,1,7,6,3,2,7,2,3,6,7,1,0,0,0,0,0,0
0,0,0,0,0,0,0,2,7,7,2,6,2,7,7,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,5,7,1,7,5,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
