0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,5,6,5,3,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,7,6,4,7,4,6,7,2,0,0,0,0,0,0,0
0,0,0,0,0,0,1,7,3,6,7,6,7,6,3,7,1,0,0,0,0,0,0
0,0,0,0,0,0,3,6,6,6,3,6,3,6,6,6,3,0,0,0,0,0,0
0,0,0,0,0,0,5,4,7,3,0,7,0,3,7,4,5,0,0,0,0,0,0
0,0,0,0,0,0,6,7,6,6,7,4,7,6,6,7,6,0,0,0,0,0,0
0,0,0,0,0,0,5,4,7,3,0,7,0,3,7,4,5,0,0,0,0,0,0
0,0,0,0,0,0,3,6,6,6,3,6,3,6,6,6,3,0,0,0,0,0,0
0,0,0,0,0,0,1,7,3,6,7,6,7,6,3,7,1,0,0,0,0,0,0
0,0,0,0,0,0,0,2,7,6,4,7,4,6,7,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,3,5,6,5,3,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
