0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,4,6,4,1,0,0,0,0,0,0
0,0,0,0,0,1,9,10,4,10,9,1,0,0,0,0,0
0,0,0,0,0,4,10,3,10,3,10,4,0,0,0,0,0
0,0,0,0,0,6,4,10,8,10,4,6,0,0,0,0,0
0,0,0,0,0,4,10,3,10,3,10,4,0,0,0,0,0
0,0,0,0,0,1,9,10,4,10,9,1,0,0,0,0,0
0,0,0,0,0,0,1,4,6,4,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
