0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,0
0,0,0,0,0,2,7,4,7,4,7,2,0,0,0,0,0
0,0,0,0,1,7,4,3,3,3,4,7,1,0,0,0,0
0,0,0,0,2,4,3,7,4,7,3,4,2,0,0,0,0
0,0,0,0,3,7,3,4,0,4,3,7,3,0,0,0,0
0,0,0,0,2,4,3,7,4,7,3,4,2,0,0,0,0
0,0,0,0,1,7,4,3,3,3,4,7,1,0,0,0,0
0,0,0,0,0,2,7,4,7,4,7,2,0,0,0,0,0
0,0,0,0,0,0,1,2,3,2,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
