0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,4,8,10,8,4,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,8,8,11,4,11,8,8,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,8,4,10,4,10,4,8,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,11,10,4,10,4,10,11,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,4,4,10,0,10,4,4,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,11,10,4,10,4,10,11,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,8,4,10,4,10,4,8,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,8,8,11,4,11,8,8,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,4,8,10,8,4,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
